Product_ID,Product_Category,Year,H1_Revenue,H2_Revenue,Yearly_Revenue,H1_Quantity,H2_Quantity,Yearly_Quantity,H1_Revenue_Percentage,H2_Revenue_Percentage
P00162242,Grocery,2017,615.42,473.40,1088.82,13,10,23,56.52,43.48
P00288642,"Arts, Crafts & Sewing",2017,491.66,596.44,1088.10,61,74,135,45.19,54.81
P00161842,Automotive,2017,603.75,483.00,1086.75,15,12,27,55.56,44.44
P00081442,Household Essentials,2017,387.05,696.69,1083.74,5,9,14,35.71,64.29
P00338442,Grocery,2017,543.75,539.40,1083.15,125,124,249,50.20,49.80
P00291542,Health & Beauty,2017,656.88,425.04,1081.92,17,11,28,60.71,39.29
P00141942,Health & Beauty,2017,405.45,675.75,1081.20,9,15,24,37.50,62.50
P00137442,Toys,2017,386.00,694.80,1080.80,10,18,28,35.71,64.29
P00169442,Toys,2017,488.64,590.44,1079.08,24,29,53,45.28,54.72
P00276442,Patio & Garden,2017,507.44,570.87,1078.31,8,9,17,47.06,52.94
P00288142,Health & Beauty,2017,453.44,623.48,1076.92,8,11,19,42.11,57.89
P00290242,Toys,2017,604.53,470.19,1074.72,9,7,16,56.25,43.75
P00024942,Health & Beauty,2017,928.98,142.92,1071.90,13,2,15,86.67,13.33
P00197242,Clothing,2017,468.72,602.64,1071.36,7,9,16,43.75,56.25
P00350242,Health & Beauty,2017,499.59,570.96,1070.55,7,8,15,46.67,53.33
P00177742,Toys,2017,382.84,686.86,1069.70,34,61,95,35.79,64.21
P00354142,Household Essentials,2017,662.78,406.22,1069.00,31,19,50,62.00,38.00
P00239742,Toys,2017,314.05,753.72,1067.77,5,12,17,29.41,70.59
P00167942,Grocery,2017,256.14,811.11,1067.25,6,19,25,24.00,76.00
P00021142,Health & Beauty,2017,807.52,259.56,1067.08,56,18,74,75.68,24.32
P00225942,Patio & Garden,2017,456.60,608.80,1065.40,12,16,28,42.86,57.14
P00154542,Grocery,2017,504.36,560.40,1064.76,9,10,19,47.37,52.63
P00284042,Toys,2017,521.92,540.56,1062.48,28,29,57,49.12,50.88
P00124742,Automotive,2017,367.88,692.48,1060.36,17,32,49,34.69,65.31
P00344842,Health & Beauty,2017,189.28,865.28,1054.56,7,32,39,17.95,82.05
P0009842,Toys,2017,823.75,230.65,1054.40,25,7,32,78.13,21.88
P00048942,Grocery,2017,669.48,382.56,1052.04,21,12,33,63.64,36.36
P00327042,Toys,2017,279.12,767.58,1046.70,4,11,15,26.67,73.33
P00114742,Toys,2017,556.75,489.94,1046.69,25,22,47,53.19,46.81
P00187942,Clothing,2017,522.72,522.72,1045.44,33,33,66,50.00,50.00
P00138342,Toys,2017,545.40,499.95,1045.35,12,11,23,52.17,47.83
P00173442,Toys,2017,441.54,602.10,1043.64,11,15,26,42.31,57.69
P00314042,Appliances,2017,69.55,973.70,1043.25,1,14,15,6.67,93.33
P00110942,Grocery,2017,506.09,535.86,1041.95,221,234,455,48.57,51.43
P00173342,Grocery,2017,587.88,453.69,1041.57,92,71,163,56.44,43.56
P00009742,Baby,2017,483.91,553.04,1036.95,7,8,15,46.67,53.33
P00244842,Patio & Garden,2017,276.44,760.21,1036.65,4,11,15,26.67,73.33
P00093542,Grocery,2017,243.64,791.83,1035.47,4,13,17,23.53,76.47
P00213342,Health & Beauty,2017,569.76,462.93,1032.69,16,13,29,55.17,44.83
P00015042,Toys,2017,485.68,546.39,1032.07,8,9,17,47.06,52.94
P00267742,Health & Beauty,2017,412.00,618.00,1030.00,20,30,50,40.00,60.00
P00142242,Toys,2017,171.66,858.30,1029.96,3,15,18,16.67,83.33
P00348642,Health & Beauty,2017,471.90,557.70,1029.60,11,13,24,45.83,54.17
P00171842,Toys,2017,879.36,146.56,1025.92,12,2,14,85.71,14.29
P00281842,Health & Beauty,2017,452.56,565.70,1018.26,8,10,18,44.44,55.56
P00355042,"Books, Movies & Music",2017,622.05,395.85,1017.90,11,7,18,61.11,38.89
P00211542,Health & Beauty,2017,218.07,799.59,1017.66,3,11,14,21.43,78.57
P00176242,Toys,2017,678.44,339.22,1017.66,14,7,21,66.67,33.33
P00105942,Health & Beauty,2017,433.68,583.80,1017.48,26,35,61,42.62,57.38
P00163842,Toys,2017,499.80,516.46,1016.26,30,31,61,49.18,50.82
P00335242,Health & Beauty,2017,458.45,553.60,1012.05,53,64,117,45.30,54.70
P00362442,Health & Beauty,2017,475.52,534.96,1010.48,32,36,68,47.06,52.94
P00332842,Clothing,2017,178.08,831.04,1009.12,3,14,17,17.65,82.35
P00258842,Health & Beauty,2017,514.08,493.92,1008.00,51,49,100,51.00,49.00
P00048642,Health & Beauty,2017,232.08,773.60,1005.68,3,10,13,23.08,76.92
P00002642,Toys,2017,463.20,540.40,1003.60,6,7,13,46.15,53.85
P00230742,Health & Beauty,2017,334.50,669.00,1003.50,6,12,18,33.33,66.67
P00114142,Toys,2017,515.28,488.16,1003.44,57,54,111,51.35,48.65
P00304542,Grocery,2017,250.70,752.10,1002.80,5,15,20,25.00,75.00
P00296542,Toys,2017,438.62,563.94,1002.56,7,9,16,43.75,56.25
P00018242,Health & Beauty,2017,322.20,680.20,1002.40,9,19,28,32.14,67.86
P00315042,Toys,2017,320.64,681.36,1002.00,8,17,25,32.00,68.00
P00275742,Toys,2017,589.10,412.37,1001.47,10,7,17,58.82,41.18
P00127042,Clothing,2017,424.76,576.46,1001.22,28,38,66,42.42,57.58
P00190342,Clothing,2017,487.73,513.40,1001.13,19,20,39,48.72,51.28
P00272542,Toys,2017,640.00,360.00,1000.00,16,9,25,64.00,36.00
P00267642,Toys,2017,474.81,524.79,999.60,19,21,40,47.50,52.50
P00285642,Electronics,2017,472.16,526.64,998.80,52,58,110,47.27,52.73
P00242342,Toys,2017,443.28,554.10,997.38,8,10,18,44.44,55.56
P00055242,Patio & Garden,2017,531.84,465.36,997.20,8,7,15,53.33,46.67
P00183842,Clothing,2017,271.89,725.04,996.93,9,24,33,27.27,72.73
P00002842,Appliances,2017,581.00,415.00,996.00,14,10,24,58.33,41.67
P00298942,Grocery,2017,556.74,433.02,989.76,27,21,48,56.25,43.75
P00153442,Toys,2017,197.85,791.40,989.25,3,12,15,20.00,80.00
P00282142,Home & Kitchen,2017,340.20,642.60,982.80,18,34,52,34.62,65.38
P00105542,Toys,2017,245.20,735.60,980.80,5,15,20,25.00,75.00
P00140642,Health & Beauty,2017,457.52,522.88,980.40,7,8,15,46.67,53.33
P00064142,"Arts, Crafts & Sewing",2017,418.98,558.64,977.62,6,8,14,42.86,57.14
P00086942,"Arts, Crafts & Sewing",2017,256.00,716.80,972.80,5,14,19,26.32,73.68
P00015442,Toys,2017,283.29,687.99,971.28,7,17,24,29.17,70.83
P00358142,Toys,2017,612.96,357.56,970.52,12,7,19,63.16,36.84
P0094142,Clothing,2017,255.35,714.98,970.33,5,14,19,26.32,73.68
P0094542,Electronics,2017,528.90,440.75,969.65,30,25,55,54.55,45.45
P00316442,Health & Beauty,2017,376.04,590.92,966.96,14,22,36,38.89,61.11
P00218242,Health & Beauty,2017,386.76,580.14,966.90,12,18,30,40.00,60.00
P00050742,Health & Beauty,2017,359.48,605.44,964.92,19,32,51,37.25,62.75
P00233142,Grocery,2017,498.60,465.36,963.96,15,14,29,51.72,48.28
P00310142,Health & Beauty,2017,466.72,495.89,962.61,16,17,33,48.48,51.52
P00362842,Health & Beauty,2017,443.28,517.16,960.44,24,28,52,46.15,53.85
P00067542,Grocery,2017,812.24,147.68,959.92,11,2,13,84.62,15.38
P00294342,Toys,2017,799.50,159.90,959.40,10,2,12,83.33,16.67
P00316142,Health & Beauty,2017,147.60,811.80,959.40,2,11,13,15.38,84.62
P00135242,Clothing,2017,658.35,299.25,957.60,11,5,16,68.75,31.25
P00044542,Toys,2017,545.36,409.02,954.38,8,6,14,57.14,42.86
P00211942,Toys,2017,373.05,580.30,953.35,9,14,23,39.13,60.87
P00187442,Electronics,2017,467.88,484.59,952.47,84,87,171,49.12,50.88
P00152242,Appliances,2017,555.38,396.70,952.08,14,10,24,58.33,41.67
P00365042,Household Essentials,2017,581.68,370.16,951.84,11,7,18,61.11,38.89
P00017242,Patio & Garden,2017,632.96,316.48,949.44,8,4,12,66.67,33.33
P00016142,Health & Beauty,2017,698.74,249.55,948.29,14,5,19,73.68,26.32
P00039442,Patio & Garden,2017,741.60,206.00,947.60,18,5,23,78.26,21.74
P00215242,Grocery,2017,258.24,688.64,946.88,6,16,22,27.27,72.73
P00032642,Furniture,2017,218.25,727.50,945.75,3,10,13,23.08,76.92
P00180542,Patio & Garden,2017,492.84,451.77,944.61,12,11,23,52.17,47.83
P00190442,Clothing,2017,531.09,413.07,944.16,9,7,16,56.25,43.75
P00037842,Grocery,2017,290.12,652.77,942.89,4,9,13,30.77,69.23
P00335442,Grocery,2017,322.53,620.25,942.78,13,25,38,34.21,65.79
P00283142,Furniture,2017,605.80,335.52,941.32,65,36,101,64.36,35.64
P00349642,Toys,2017,705.24,235.08,940.32,9,3,12,75.00,25.00
P00232642,Toys,2017,395.44,543.73,939.17,8,11,19,42.11,57.89
P00243242,Patio & Garden,2017,383.76,554.32,938.08,18,26,44,40.91,59.09
P00362742,Toys,2017,571.78,363.86,935.64,11,7,18,61.11,38.89
P00146342,Health & Beauty,2017,359.60,575.36,934.96,10,16,26,38.46,61.54
P00169142,Health & Beauty,2017,532.16,399.12,931.28,8,6,14,57.14,42.86
P00034142,Toys,2017,385.90,544.80,930.70,34,48,82,41.46,58.54
P00008142,Toys,2017,142.96,786.28,929.24,2,11,13,15.38,84.62
P00197442,Toys,2017,295.61,633.45,929.06,7,15,22,31.82,68.18
P00245342,Patio & Garden,2017,442.30,486.53,928.83,10,11,21,47.62,52.38
P00225542,Health & Beauty,2017,510.84,416.24,927.08,27,22,49,55.10,44.90
P00040842,Electronics,2017,617.70,308.85,926.55,10,5,15,66.67,33.33
P00000542,Health & Beauty,2017,430.04,496.20,926.24,26,30,56,46.43,53.57
P00180742,Patio & Garden,2017,653.16,272.15,925.31,12,5,17,70.59,29.41
P00042342,Toys,2017,514.00,411.20,925.20,10,8,18,55.56,44.44
P00029442,Toys,2017,258.93,665.82,924.75,7,18,25,28.00,72.00
P00173742,Grocery,2017,508.82,415.09,923.91,38,31,69,55.07,44.93
P00036942,Health & Beauty,2017,357.36,565.82,923.18,12,19,31,38.71,61.29
P00138842,Health & Beauty,2017,496.72,425.76,922.48,14,12,26,53.85,46.15
P00365142,Household Essentials,2017,579.48,342.42,921.90,22,13,35,62.86,37.14
P00318642,Electronics,2017,614.08,307.04,921.12,8,4,12,66.67,33.33
P00147142,Household Essentials,2017,122.76,797.94,920.70,2,13,15,13.33,86.67
P00217242,Grocery,2017,644.42,276.18,920.60,14,6,20,70.00,30.00
P00183742,Clothing,2017,172.59,747.89,920.48,3,13,16,18.75,81.25
P00332142,Toys,2017,721.60,196.80,918.40,11,3,14,78.57,21.43
P00237942,Toys,2017,408.00,510.00,918.00,8,10,18,44.44,55.56
P00136542,Health & Beauty,2017,482.46,435.16,917.62,51,46,97,52.58,47.42
P00101142,Toys,2017,442.54,474.15,916.69,14,15,29,48.28,51.72
P00320142,Grocery,2017,915.46,0.00,915.46,14,0,14,100.00,0.00
P00180642,Patio & Garden,2017,260.48,651.20,911.68,8,20,28,28.57,71.43
P00113942,Toys,2017,459.42,452.01,911.43,62,61,123,50.41,49.59
P00126642,Toys,2017,260.04,650.10,910.14,4,10,14,28.57,71.43
P00295042,Grocery,2017,530.53,378.95,909.48,7,5,12,58.33,41.67
P00251642,Grocery,2017,606.22,303.11,909.33,34,17,51,66.67,33.33
P00201042,Toys,2017,484.56,423.99,908.55,8,7,15,53.33,46.67
P00190842,Electronics,2017,513.24,394.80,908.04,52,40,92,56.52,43.48
P00359342,Patio & Garden,2017,418.92,488.74,907.66,12,14,26,46.15,53.85
P00309342,"Arts, Crafts & Sewing",2017,482.24,421.96,904.20,8,7,15,53.33,46.67
P00216242,Home & Kitchen,2017,677.79,225.93,903.72,9,3,12,75.00,25.00
P00285242,Pharmacy & OTC,2017,481.60,421.40,903.00,16,14,30,53.33,46.67
P00032342,Patio & Garden,2017,312.03,589.39,901.42,9,17,26,34.62,65.38
P00232142,Patio & Garden,2017,540.72,360.48,901.20,12,8,20,60.00,40.00
P00183242,Health & Beauty,2017,461.76,436.80,898.56,111,105,216,51.39,48.61
P00174042,Clothing,2017,673.47,224.49,897.96,9,3,12,75.00,25.00
P00071242,Grocery,2017,483.14,412.09,895.23,34,29,63,53.97,46.03
P00229942,Health & Beauty,2017,418.95,474.81,893.76,15,17,32,46.88,53.13
P00203142,"Arts, Crafts & Sewing",2017,297.90,595.80,893.70,5,10,15,33.33,66.67
P00067142,Health & Beauty,2017,549.36,343.35,892.71,8,5,13,61.54,38.46
P00143642,Grocery,2017,457.00,429.58,886.58,50,47,97,51.55,48.45
P00153742,Toys,2017,432.18,454.23,886.41,98,103,201,48.76,51.24
P00304342,Grocery,2017,354.30,531.45,885.75,6,9,15,40.00,60.00
P00261342,Grocery,2017,384.60,499.98,884.58,10,13,23,43.48,56.52
P00196142,Home & Kitchen,2017,409.64,474.32,883.96,38,44,82,46.34,53.66
P00209942,Health & Beauty,2017,302.88,580.52,883.40,12,23,35,34.29,65.71
P00225142,Toys,2017,342.58,538.34,880.92,7,11,18,38.89,61.11
P00134042,Health & Beauty,2017,744.70,135.40,880.10,11,2,13,84.62,15.38
P00147642,Grocery,2017,234.20,644.05,878.25,4,11,15,26.67,73.33
P00266042,Toys,2017,534.75,342.24,876.99,25,16,41,60.98,39.02
P00297642,Toys,2017,563.60,309.98,873.58,20,11,31,64.52,35.48
P00352642,Grocery,2017,406.56,464.64,871.20,7,8,15,46.67,53.33
P00192042,Health & Beauty,2017,473.55,396.55,870.10,123,103,226,54.42,45.58
P00368342,Health & Beauty,2017,267.64,602.19,869.83,4,9,13,30.77,69.23
P00126442,Baby,2017,409.12,460.26,869.38,8,9,17,47.06,52.94
P00288542,Toys,2017,403.00,465.00,868.00,52,60,112,46.43,53.57
P00187142,Electronics,2017,157.72,709.74,867.46,2,9,11,18.18,81.82
P00293742,Toys,2017,502.57,363.93,866.50,29,21,50,58.00,42.00
P00360842,Health & Beauty,2017,448.70,416.65,865.35,14,13,27,51.85,48.15
P00066942,Toys,2017,609.60,254.00,863.60,12,5,17,70.59,29.41
P00018342,Patio & Garden,2017,394.08,467.97,862.05,16,19,35,45.71,54.29
P00045242,Grocery,2017,316.05,541.80,857.85,7,12,19,36.84,63.16
P00349342,Toys,2017,570.48,285.24,855.72,8,4,12,66.67,33.33
P00019442,Toys,2017,525.12,328.20,853.32,16,10,26,61.54,38.46
P00082442,Clothing,2017,568.80,284.40,853.20,8,4,12,66.67,33.33
P00278942,Grocery,2017,501.60,351.12,852.72,40,28,68,58.82,41.18
P00358742,Health & Beauty,2017,291.72,561.00,852.72,13,25,38,34.21,65.79
P00176142,Toys,2017,551.32,300.72,852.04,11,6,17,64.71,35.29
P00039542,Toys,2017,0.00,851.95,851.95,0,11,11,0.00,100.00
P00047742,"Arts, Crafts & Sewing",2017,441.70,410.15,851.85,14,13,27,51.85,48.15
P00132042,Furniture,2017,374.90,472.70,847.60,23,29,52,44.23,55.77
P00225442,"Arts, Crafts & Sewing",2017,391.08,456.26,847.34,6,7,13,46.15,53.85
P00196442,Health & Beauty,2017,473.57,373.52,847.09,71,56,127,55.91,44.09
P00048142,Grocery,2017,560.29,286.66,846.95,43,22,65,66.15,33.85
P00042542,Grocery,2017,362.34,483.12,845.46,6,8,14,42.86,57.14
P00327542,Health & Beauty,2017,504.40,340.47,844.87,40,27,67,59.70,40.30
P00332442,"Arts, Crafts & Sewing",2017,311.22,533.52,844.74,14,24,38,36.84,63.16
P00076742,Health & Beauty,2017,383.25,459.90,843.15,5,6,11,45.45,54.55
P00106642,Baby,2017,472.88,370.08,842.96,23,18,41,56.10,43.90
P0096042,Home & Kitchen,2017,476.06,366.20,842.26,13,10,23,56.52,43.48
P00204942,Health & Beauty,2017,540.54,300.30,840.84,9,5,14,64.29,35.71
P00006442,Health & Beauty,2017,384.89,454.87,839.76,11,13,24,45.83,54.17
P00128442,Grocery,2017,433.95,405.02,838.97,15,14,29,51.72,48.28
P00276142,Pets,2017,449.10,389.22,838.32,30,26,56,53.57,46.43
P00126842,Toys,2017,295.68,542.08,837.76,6,11,17,35.29,64.71
P00001842,"Arts, Crafts & Sewing",2017,518.44,319.04,837.48,13,8,21,61.90,38.10
P00268242,Health & Beauty,2017,532.28,304.16,836.44,14,8,22,63.64,36.36
P00307742,Health & Beauty,2017,219.85,615.58,835.43,5,14,19,26.32,73.68
P0095342,Electronics,2017,592.65,241.45,834.10,27,11,38,71.05,28.95
P00064242,Health & Beauty,2017,461.16,371.49,832.65,36,29,65,55.38,44.62
P00253242,Health & Beauty,2017,377.70,453.24,830.94,15,18,33,45.45,54.55
P00156842,Clothing,2017,456.06,373.14,829.20,22,18,40,55.00,45.00
P00282442,Health & Beauty,2017,373.14,456.06,829.20,54,66,120,45.00,55.00
P00312142,Toys,2017,331.52,497.28,828.80,14,21,35,40.00,60.00
P00259342,Health & Beauty,2017,339.76,487.72,827.48,124,178,302,41.06,58.94
P00258242,Health & Beauty,2017,299.68,524.44,824.12,4,7,11,36.36,63.64
P00071142,Health & Beauty,2017,343.30,480.62,823.92,5,7,12,41.67,58.33
P00087842,Pets,2017,316.60,506.56,823.16,10,16,26,38.46,61.54
P00235942,Patio & Garden,2017,246.48,575.12,821.60,6,14,20,30.00,70.00
P00305942,Health & Beauty,2017,372.95,447.54,820.49,5,6,11,45.45,54.55
P00002342,"Arts, Crafts & Sewing",2017,672.75,146.25,819.00,23,5,28,82.14,17.86
P00107542,Toys,2017,669.78,148.84,818.62,9,2,11,81.82,18.18
P00080642,Grocery,2017,456.95,360.75,817.70,19,15,34,55.88,44.12
P00279542,Toys,2017,377.65,436.80,814.45,83,96,179,46.37,53.63
P00050642,Office & School Supplies,2017,479.96,332.28,812.24,26,18,44,59.09,40.91
P00148042,Toys,2017,462.72,347.04,809.76,24,18,42,57.14,42.86
P00155242,Home & Kitchen,2017,475.20,334.40,809.60,27,19,46,58.70,41.30
P00196842,Health & Beauty,2017,571.44,238.10,809.54,24,10,34,70.59,29.41
P00246842,Pharmacy & OTC,2017,384.67,419.64,804.31,11,12,23,47.83,52.17
P0098642,Household Essentials,2017,370.26,431.97,802.23,6,7,13,46.15,53.85
P00109042,Toys,2017,564.30,237.60,801.90,19,8,27,70.37,29.63
P00107642,Health & Beauty,2017,215.74,585.58,801.32,7,19,26,26.92,73.08
P00254742,Health & Beauty,2017,444.70,355.76,800.46,10,8,18,55.56,44.44
P00072742,Toys,2017,492.32,307.70,800.02,8,5,13,61.54,38.46
P00283342,Health & Beauty,2017,478.74,319.16,797.90,6,4,10,60.00,40.00
P00185042,Health & Beauty,2017,289.92,507.36,797.28,8,14,22,36.36,63.64
P00008642,Clothing,2017,716.58,79.62,796.20,9,1,10,90.00,10.00
P00267842,Health & Beauty,2017,331.65,464.31,795.96,5,7,12,41.67,58.33
P00235642,Toys,2017,343.36,450.66,794.02,16,21,37,43.24,56.76
P0099842,Health & Beauty,2017,433.08,360.90,793.98,12,10,22,54.55,45.45
P00020642,Toys,2017,372.48,419.04,791.52,8,9,17,47.06,52.94
P00199842,"Arts, Crafts & Sewing",2017,374.85,416.50,791.35,9,10,19,47.37,52.63
P00251742,Appliances,2017,563.60,225.44,789.04,10,4,14,71.43,28.57
P00367342,Patio & Garden,2017,481.36,306.32,787.68,11,7,18,61.11,38.89
P00205242,Health & Beauty,2017,393.47,393.47,786.94,11,11,22,50.00,50.00
P00215942,Toys,2017,138.63,646.94,785.57,3,14,17,17.65,82.35
P00235742,Health & Beauty,2017,78.55,706.95,785.50,1,9,10,10.00,90.00
P00261642,Toys,2017,235.53,549.57,785.10,3,7,10,30.00,70.00
P00180242,Patio & Garden,2017,392.24,392.24,784.48,8,8,16,50.00,50.00
P00064642,Grocery,2017,568.80,213.30,782.10,8,3,11,72.73,27.27
P00125442,Toys,2017,312.80,469.20,782.00,4,6,10,40.00,60.00
P00213642,Patio & Garden,2017,455.70,325.50,781.20,14,10,24,58.33,41.67
P00254142,Toys,2017,417.30,361.66,778.96,15,13,28,53.57,46.43
P00040142,Health & Beauty,2017,667.44,111.24,778.68,18,3,21,85.71,14.29
P00186342,Electronics,2017,209.58,568.86,778.44,7,19,26,26.92,73.08
P00223742,Electronics,2017,491.64,286.79,778.43,12,7,19,63.16,36.84
P00133542,Health & Beauty,2017,692.07,81.42,773.49,17,2,19,89.47,10.53
P00066542,Grocery,2017,220.86,552.15,773.01,6,15,21,28.57,71.43
P00264042,Clothing,2017,193.10,579.30,772.40,5,15,20,25.00,75.00
P00262442,Clothing,2017,360.36,411.84,772.20,7,8,15,46.67,53.33
P00157942,Toys,2017,346.86,423.94,770.80,9,11,20,45.00,55.00
P00194842,Health & Beauty,2017,385.35,385.35,770.70,5,5,10,50.00,50.00
P00238542,Health & Beauty,2017,377.40,392.20,769.60,51,53,104,49.04,50.96
P00148842,Household Essentials,2017,288.60,477.30,765.90,26,43,69,37.68,62.32
P00148742,Toys,2017,349.44,416.00,765.44,42,50,92,45.65,54.35
P00347242,Toys,2017,244.40,519.35,763.75,8,17,25,32.00,68.00
P00021242,Toys,2017,211.70,550.42,762.12,5,13,18,27.78,72.22
P00273842,Furniture,2017,598.29,163.17,761.46,11,3,14,78.57,21.43
P00146242,Clothing,2017,446.08,314.88,760.96,17,12,29,58.62,41.38
P00361442,Baby,2017,456.54,304.36,760.90,6,4,10,60.00,40.00
P00018942,Toys,2017,253.37,506.74,760.11,13,26,39,33.33,66.67
P00357142,Toys,2017,552.56,207.21,759.77,8,3,11,72.73,27.27
P00316942,Clothing,2017,284.22,473.70,757.92,6,10,16,37.50,62.50
P00011342,Household Essentials,2017,551.12,206.67,757.79,8,3,11,72.73,27.27
P00222242,Grocery,2017,446.40,310.00,756.40,36,25,61,59.02,40.98
P00158442,Health & Beauty,2017,352.52,402.88,755.40,7,8,15,46.67,53.33
P00316242,Health & Beauty,2017,593.84,159.88,753.72,26,7,33,78.79,21.21
P00256242,Health & Beauty,2017,251.00,502.00,753.00,4,8,12,33.33,66.67
P00313742,"Books, Movies & Music",2017,375.84,375.84,751.68,24,24,48,50.00,50.00
P00043142,Health & Beauty,2017,643.92,107.32,751.24,12,2,14,85.71,14.29
P00187742,Electronics,2017,524.16,224.64,748.80,7,3,10,70.00,30.00
P00259742,Toys,2017,623.10,124.62,747.72,10,2,12,83.33,16.67
P00198842,Toys,2017,353.70,393.00,746.70,9,10,19,47.37,52.63
P00025642,Clothing,2017,474.18,270.96,745.14,14,8,22,63.64,36.36
P00363442,Grocery,2017,431.31,313.68,744.99,11,8,19,57.89,42.11
P00250542,Clothing,2017,372.30,372.30,744.60,17,17,34,50.00,50.00
P00244642,Patio & Garden,2017,619.20,123.84,743.04,10,2,12,83.33,16.67
P00231742,Household Essentials,2017,557.01,185.67,742.68,9,3,12,75.00,25.00
P00212342,Toys,2017,371.20,371.20,742.40,10,10,20,50.00,50.00
P00287842,Toys,2017,514.50,226.38,740.88,25,11,36,69.44,30.56
P00340942,Toys,2017,318.25,420.09,738.34,25,33,58,43.10,56.90
P00008542,Electronics,2017,287.07,451.11,738.18,21,33,54,38.89,61.11
P00023642,Toys,2017,263.55,474.39,737.94,5,9,14,35.71,64.29
P00252842,Toys,2017,318.24,417.69,735.93,16,21,37,43.24,56.76
P00136842,Grocery,2017,306.30,428.82,735.12,15,21,36,41.67,58.33
P00105442,Patio & Garden,2017,443.60,288.34,731.94,20,13,33,60.61,39.39
P00237442,Toys,2017,453.78,277.31,731.09,18,11,29,62.07,37.93
P00067942,Health & Beauty,2017,326.16,404.68,730.84,54,67,121,44.63,55.37
P00049342,Toys,2017,340.90,389.60,730.50,7,8,15,46.67,53.33
P00311242,Baby,2017,469.44,260.80,730.24,9,5,14,64.29,35.71
P00198542,Toys,2017,389.36,340.69,730.05,8,7,15,53.33,46.67
P00280142,Health & Beauty,2017,173.80,556.16,729.96,5,16,21,23.81,76.19
P00147842,Toys,2017,583.92,145.98,729.90,12,3,15,80.00,20.00
P00296442,Health & Beauty,2017,182.25,546.75,729.00,3,9,12,25.00,75.00
P00334142,Toys,2017,218.67,510.23,728.90,3,7,10,30.00,70.00
P00072842,Health & Beauty,2017,485.82,242.91,728.73,18,9,27,66.67,33.33
P00317142,Electronics,2017,409.68,318.64,728.32,9,7,16,56.25,43.75
P00218542,Patio & Garden,2017,415.00,311.25,726.25,20,15,35,57.14,42.86
P00125542,Household Essentials,2017,241.90,483.80,725.70,5,10,15,33.33,66.67
P00007742,Toys,2017,483.60,241.80,725.40,10,5,15,66.67,33.33
P00175742,Toys,2017,461.23,263.56,724.79,7,4,11,63.64,36.36
P00337242,Home & Kitchen,2017,505.61,216.69,722.30,7,3,10,70.00,30.00
P00043242,Health & Beauty,2017,685.71,36.09,721.80,19,1,20,95.00,5.00
P00035042,Health & Beauty,2017,360.20,360.20,720.40,5,5,10,50.00,50.00
P00202242,Automotive,2017,445.38,274.08,719.46,26,16,42,61.90,38.10
P00165942,Toys,2017,342.20,376.42,718.62,10,11,21,47.62,52.38
P00243542,Patio & Garden,2017,358.80,358.80,717.60,5,5,10,50.00,50.00
P00338142,Health & Beauty,2017,391.38,326.15,717.53,6,5,11,54.55,45.45
P00317442,Grocery,2017,482.67,233.55,716.22,31,15,46,67.39,32.61
P00052442,Health & Beauty,2017,343.68,372.32,716.00,12,13,25,48.00,52.00
P00123542,Patio & Garden,2017,494.46,219.76,714.22,9,4,13,69.23,30.77
P00005442,Toys,2017,237.90,475.80,713.70,3,6,9,33.33,66.67
P00256542,Household Essentials,2017,356.32,356.32,712.64,8,8,16,50.00,50.00
P00049242,Health & Beauty,2017,316.24,395.30,711.54,8,10,18,44.44,55.56
P00200242,Toys,2017,284.48,426.72,711.20,4,6,10,40.00,60.00
P00130242,Toys,2017,210.72,500.46,711.18,8,19,27,29.63,70.37
P00277242,"Arts, Crafts & Sewing",2017,253.90,457.02,710.92,5,9,14,35.71,64.29
P00009142,Health & Beauty,2017,203.00,507.50,710.50,4,10,14,28.57,71.43
P00153342,Appliances,2017,283.84,425.76,709.60,4,6,10,40.00,60.00
P00014742,Patio & Garden,2017,141.52,566.08,707.60,2,8,10,20.00,80.00
P00192442,Toys,2017,100.86,605.16,706.02,2,12,14,14.29,85.71
P00283542,Health & Beauty,2017,470.30,235.15,705.45,10,5,15,66.67,33.33
P00244342,Patio & Garden,2017,249.56,455.08,704.64,17,31,48,35.42,64.58
P00104242,Toys,2017,390.55,312.44,702.99,5,4,9,55.56,44.44
P00037742,Toys,2017,319.30,383.16,702.46,5,6,11,45.45,54.55
P00236642,Household Essentials,2017,560.60,140.15,700.75,20,5,25,80.00,20.00
P00355342,Toys,2017,280.04,420.06,700.10,4,6,10,40.00,60.00
P00109342,Health & Beauty,2017,466.38,233.19,699.57,6,3,9,66.67,33.33
P00367442,Toys,2017,537.80,161.34,699.14,10,3,13,76.92,23.08
P00068642,Household Essentials,2017,542.57,155.02,697.59,7,2,9,77.78,22.22
P00319642,Household Essentials,2017,403.37,293.36,696.73,11,8,19,57.89,42.11
P00306142,Health & Beauty,2017,480.40,216.18,696.58,20,9,29,68.97,31.03
P00207742,Health & Beauty,2017,413.44,282.88,696.32,19,13,32,59.38,40.63
P00284142,Home & Kitchen,2017,397.80,298.35,696.15,12,9,21,57.14,42.86
P00226942,Patio & Garden,2017,506.00,189.75,695.75,8,3,11,72.73,27.27
P00248442,Home & Kitchen,2017,332.31,362.52,694.83,33,36,69,47.83,52.17
P00322242,Toys,2017,415.98,277.32,693.30,9,6,15,60.00,40.00
