Store_Name,Store_ID,Supplier_Name,Supplier_ID,Product_ID,Product_Category,Total_Sales,Total_Quantity,Total_Transactions
InnoTech,5,Razer Inc.,18,P00122142,Baby,158.60,5,2
InnoTech,5,Razer Inc.,18,P00362142,Health & Beauty,153.01,11,4
InnoTech,5,Razer Inc.,18,P00338242,Toys,152.94,3,1
InnoTech,5,Razer Inc.,18,P00023542,Clothing,108.08,28,14
InnoTech,5,Razer Inc.,18,P00071842,Clothing,93.87,7,3
InnoTech,5,Razer Inc.,18,P00322342,Health & Beauty,92.34,38,21
InnoTech,5,Razer Inc.,18,P00070842,Toys,85.96,7,3
InnoTech,5,Razer Inc.,18,P00083542,Toys,79.77,3,1
InnoTech,5,Razer Inc.,18,P00063842,Household Essentials,78.00,20,12
InnoTech,5,Razer Inc.,18,P00013442,Toys,74.88,1,1
InnoTech,5,Razer Inc.,18,P00132742,"Arts, Crafts & Sewing",74.81,1,1
InnoTech,5,Razer Inc.,18,P00135942,Baby,73.84,1,1
InnoTech,5,Razer Inc.,18,P00247842,Toys,64.72,4,2
InnoTech,5,Razer Inc.,18,P00056642,"Arts, Crafts & Sewing",62.75,1,1
InnoTech,5,Razer Inc.,18,P00166442,Household Essentials,60.31,1,1
InnoTech,5,Razer Inc.,18,P00306342,Toys,56.00,4,3
InnoTech,5,Razer Inc.,18,P00284342,"Arts, Crafts & Sewing",51.38,7,4
InnoTech,5,Razer Inc.,18,P00070142,Health & Beauty,50.61,1,1
InnoTech,5,Razer Inc.,18,P00215142,Toys,43.47,1,1
InnoTech,5,Razer Inc.,18,P00027842,Grocery,42.74,1,1
InnoTech,5,Razer Inc.,18,P00066342,Appliances,40.73,1,1
InnoTech,5,Razer Inc.,18,P00206242,Health & Beauty,37.78,2,1
InnoTech,5,Razer Inc.,18,P00164242,Toys,36.54,1,1
InnoTech,5,Razer Inc.,18,P00247242,Toys,36.54,9,5
InnoTech,5,Razer Inc.,18,P00330142,Toys,21.90,5,2
InnoTech,5,Razer Inc.,18,P00022042,"Arts, Crafts & Sewing",12.59,1,1
InnoTech,5,Razer Inc.,18,P00352042,Patio & Garden,6.06,1,1
Pakistan,51,Pakistan,51,P00295942,Electronics,56387.88,1916,972
Pakistan,51,Pakistan,51,P00313542,Health & Beauty,52404.09,1033,524
Pakistan,51,Pakistan,51,P00302442,Health & Beauty,46665.00,765,377
Pakistan,51,Pakistan,51,P00154242,Toys,30688.94,482,250
Pakistan,51,Pakistan,51,P00265742,Health & Beauty,28336.56,501,268
Pakistan,51,Pakistan,51,P00212242,Toys,27522.36,534,264
Pakistan,51,Pakistan,51,P00294042,Toys,25939.92,348,168
Pakistan,51,Pakistan,51,P00221342,Grocery,23415.15,759,383
Pakistan,51,Pakistan,51,P00141542,Health & Beauty,20407.90,437,216
Pakistan,51,Pakistan,51,P00273442,Pets,19928.88,311,159
Pakistan,51,Pakistan,51,P00177542,Grocery,19408.08,1158,591
Pakistan,51,Pakistan,51,P00208842,Patio & Garden,19103.85,267,135
Pakistan,51,Pakistan,51,P00315642,Toys,18769.68,796,399
Pakistan,51,Pakistan,51,P00188442,Health & Beauty,17249.22,918,463
Pakistan,51,Pakistan,51,P00035342,Electronics,14892.24,264,134
Pakistan,51,Pakistan,51,P00298542,"Arts, Crafts & Sewing",14454.00,219,109
Pakistan,51,Pakistan,51,P00178042,Toys,14046.20,635,320
Pakistan,51,Pakistan,51,P00327242,Health & Beauty,13793.60,740,383
Pakistan,51,Pakistan,51,P00031942,Patio & Garden,11863.98,171,82
Pakistan,51,Pakistan,51,P00207042,Health & Beauty,10508.04,204,100
Pakistan,51,Pakistan,51,P00226142,Toys,9083.16,207,107
Pakistan,51,Pakistan,51,P00262242,Grocery,7483.34,838,419
Pakistan,51,Pakistan,51,P00284042,Toys,7250.96,389,189
Pakistan,51,Pakistan,51,P00340642,Health & Beauty,6664.51,197,98
Pakistan,51,Pakistan,51,P00131742,Toys,6201.65,145,77
Pakistan,51,Pakistan,51,P00282442,Health & Beauty,4546.78,658,328
Pakistan,51,Pakistan,51,P00019442,Toys,4102.50,125,60
Pakistan,51,Pakistan,51,P00049242,Health & Beauty,2806.63,71,36
Pakistan,51,Pakistan,51,P00168142,Toys,2467.68,48,22
Pakistan,51,Pakistan,51,P00366642,Health & Beauty,2409.33,49,24
Pakistan,51,Pakistan,51,P00366142,Household Essentials,2340.80,38,16
Pakistan,51,Pakistan,51,P0098442,Baby,2285.85,147,72
Pakistan,51,Pakistan,51,P00358942,Patio & Garden,2230.24,53,26
Pakistan,51,Pakistan,51,P00165142,Health & Beauty,1723.68,112,50
Pakistan,51,Pakistan,51,P00100042,Household Essentials,1720.29,39,19
Pakistan,51,Pakistan,51,P00045442,Health & Beauty,1638.36,54,26
Pakistan,51,Pakistan,51,P00333342,Health & Beauty,1626.67,47,24
Pakistan,51,Pakistan,51,P00369242,Patio & Garden,1589.68,31,15
Pakistan,51,Pakistan,51,P00023242,Electronics,1513.05,33,18
Pakistan,51,Pakistan,51,P00297542,Toys,1188.75,25,14
Pakistan,51,Pakistan,51,P00029342,Toys,1084.68,46,26
Pakistan,51,Pakistan,51,P00174942,"Books, Movies & Music",954.80,31,16
Pakistan,51,Pakistan,51,P00356142,Toys,855.60,15,6
Pakistan,51,Pakistan,51,P00122342,Health & Beauty,846.44,28,15
Pakistan,51,Pakistan,51,P00132442,"Arts, Crafts & Sewing",795.46,62,31
Pakistan,51,Pakistan,51,P00025742,Toys,539.69,29,13
Pakistan,51,Pakistan,51,P00240342,Electronics,487.55,7,3
Pakistan,51,Pakistan,51,P00334542,Toys,407.76,12,5
Pakistan,51,Pakistan,51,P00369442,Patio & Garden,393.04,17,8
Pakistan,51,Pakistan,51,P00201642,Grocery,321.16,31,15
Pakistan,51,Pakistan,51,P00014142,Electronics,270.36,18,9
Pakistan,51,Pakistan,51,P00315242,Health & Beauty,185.16,3,1
Pakistan,51,Pakistan,51,P00135442,Health & Beauty,182.70,35,15
Pakistan,51,Pakistan,51,P00152842,Toys,150.24,4,2
Pakistan,51,Pakistan,51,P00360642,Household Essentials,116.11,17,7
Pakistan,51,Pakistan,51,P00203942,Health & Beauty,110.60,2,1
Pakistan,51,Pakistan,51,P00350742,Health & Beauty,64.96,2,1
Photo World,6,Canon Inc.,9,P00059442,Household Essentials,188713.32,2812,1406
Photo World,6,Canon Inc.,9,P00112542,Grocery,135264.60,2220,1131
Photo World,6,Canon Inc.,9,P00182142,Grocery,112700.00,1840,909
Photo World,6,Canon Inc.,9,P00127642,Grocery,111761.55,1515,762
Photo World,6,Canon Inc.,9,P00199442,Health & Beauty,104828.70,1590,794
Photo World,6,Canon Inc.,9,P00114442,Health & Beauty,83870.88,1104,553
Photo World,6,Canon Inc.,9,P00270942,Grocery,78008.70,2310,1152
Photo World,6,Canon Inc.,9,P00183342,Health & Beauty,77937.50,1247,628
Photo World,6,Canon Inc.,9,P00111142,Grocery,73228.05,2009,1015
Photo World,6,Canon Inc.,9,P0097242,Grocery,67117.95,1797,912
Photo World,6,Canon Inc.,9,P00144242,Health & Beauty,64767.96,969,471
Photo World,6,Canon Inc.,9,P00329542,Grocery,64231.32,1446,708
Photo World,6,Canon Inc.,9,P00051642,Toys,64016.40,840,413
Photo World,6,Canon Inc.,9,P00118542,Health & Beauty,61242.24,1002,495
Photo World,6,Canon Inc.,9,P00317842,Toys,59700.08,1516,756
Photo World,6,Canon Inc.,9,P00150942,Household Essentials,59646.65,883,436
Photo World,6,Canon Inc.,9,P00210042,Toys,58479.75,1575,784
Photo World,6,Canon Inc.,9,P00182342,Grocery,53614.60,884,456
Photo World,6,Canon Inc.,9,P00127242,Grocery,51164.30,1205,601
Photo World,6,Canon Inc.,9,P00156442,Toys,49916.20,1660,835
Photo World,6,Canon Inc.,9,P00145042,Grocery,48812.10,2815,1406
Photo World,6,Canon Inc.,9,P00117842,Health & Beauty,48045.28,752,375
Photo World,6,Canon Inc.,9,P00329242,Health & Beauty,47010.72,592,288
Photo World,6,Canon Inc.,9,P00177842,Toys,43657.68,719,365
Photo World,6,Canon Inc.,9,P00293242,Toys,43561.58,1369,666
Photo World,6,Canon Inc.,9,P00226342,Patio & Garden,43320.30,1182,599
Photo World,6,Canon Inc.,9,P00090942,Grocery,42922.75,1175,578
Photo World,6,Canon Inc.,9,P00227742,Health & Beauty,41065.74,522,260
Photo World,6,Canon Inc.,9,P00028442,Grocery,40248.84,834,418
Photo World,6,Canon Inc.,9,P00289842,Grocery,36717.12,627,310
Photo World,6,Canon Inc.,9,P00302942,Toys,36289.60,592,292
Photo World,6,Canon Inc.,9,P0096542,Home & Kitchen,35560.80,660,329
Photo World,6,Canon Inc.,9,P00223542,Grocery,34873.08,911,450
Photo World,6,Canon Inc.,9,P00146742,Grocery,32468.80,892,448
Photo World,6,Canon Inc.,9,P00219942,Household Essentials,32322.24,783,406
Photo World,6,Canon Inc.,9,P00113042,Patio & Garden,29654.24,1328,670
Photo World,6,Canon Inc.,9,P00057242,Health & Beauty,29052.80,448,228
Photo World,6,Canon Inc.,9,P00339842,Grocery,27883.35,645,333
Photo World,6,Canon Inc.,9,P00217942,Health & Beauty,27848.16,664,331
Photo World,6,Canon Inc.,9,P00257542,Health & Beauty,27787.38,349,182
Photo World,6,Canon Inc.,9,P00244242,Grocery,27490.32,356,181
Photo World,6,Canon Inc.,9,P00149342,Furniture,26592.66,941,480
Photo World,6,Canon Inc.,9,P00113442,Home & Kitchen,26567.32,494,254
Photo World,6,Canon Inc.,9,P00241242,Grocery,26460.00,336,165
Photo World,6,Canon Inc.,9,P00033642,Health & Beauty,26265.69,473,246
Photo World,6,Canon Inc.,9,P00312742,Office & School Supplies,24914.20,860,442
Photo World,6,Canon Inc.,9,P00343042,Health & Beauty,24575.76,1177,594
Photo World,6,Canon Inc.,9,P00109842,Toys,24097.67,619,320
Photo World,6,Canon Inc.,9,P00052542,Toys,24065.45,355,178
Photo World,6,Canon Inc.,9,P00111542,Electronics,24048.57,897,445
Photo World,6,Canon Inc.,9,P00115942,Toys,23657.04,1044,530
Photo World,6,Canon Inc.,9,P00262342,Office & School Supplies,23314.20,364,189
Photo World,6,Canon Inc.,9,P00246342,Patio & Garden,22336.87,673,343
Photo World,6,Canon Inc.,9,P00130642,Patio & Garden,21019.70,962,485
Photo World,6,Canon Inc.,9,P00143342,Grocery,20882.80,415,204
Photo World,6,Canon Inc.,9,P00118342,Electronics,20562.78,519,249
Photo World,6,Canon Inc.,9,P00271542,"Books, Movies & Music",20319.00,260,131
Photo World,6,Canon Inc.,9,P00307342,Toys,19904.83,649,333
Photo World,6,Canon Inc.,9,P00282642,Health & Beauty,19834.71,917,463
Photo World,6,Canon Inc.,9,P00160642,Grocery,19825.00,250,129
Photo World,6,Canon Inc.,9,P00102542,Toys,19132.24,328,169
Photo World,6,Canon Inc.,9,P00108542,Health & Beauty,18756.78,714,350
Photo World,6,Canon Inc.,9,P00329642,Toys,18560.22,354,178
Photo World,6,Canon Inc.,9,P00285742,Toys,18261.67,301,161
Photo World,6,Canon Inc.,9,P00346742,Patio & Garden,18198.00,300,152
Photo World,6,Canon Inc.,9,P00015342,Electronics,17650.71,283,147
Photo World,6,Canon Inc.,9,P00065442,Toys,16953.30,322,162
Photo World,6,Canon Inc.,9,P00219242,Clothing,16575.93,581,291
Photo World,6,Canon Inc.,9,P00004142,Toys,16445.52,251,123
Photo World,6,Canon Inc.,9,P00212542,Toys,16386.24,303,143
Photo World,6,Canon Inc.,9,P00117042,Grocery,16356.00,580,298
Photo World,6,Canon Inc.,9,P0099042,Health & Beauty,16265.76,282,144
Photo World,6,Canon Inc.,9,P00270542,Grocery,16265.13,511,260
Photo World,6,Canon Inc.,9,P00232442,Health & Beauty,16224.84,332,160
Photo World,6,Canon Inc.,9,P00273542,Toys,16210.04,418,211
Photo World,6,Canon Inc.,9,P00024142,Toys,16052.55,515,259
Photo World,6,Canon Inc.,9,P00289042,Toys,15915.40,755,372
Photo World,6,Canon Inc.,9,P00258942,Health & Beauty,15651.20,292,137
Photo World,6,Canon Inc.,9,P00037242,Toys,15499.20,240,111
Photo World,6,Canon Inc.,9,P00346942,Grocery,15392.32,206,107
Photo World,6,Canon Inc.,9,P00059742,Grocery,15355.23,237,121
Photo World,6,Canon Inc.,9,P00218742,Health & Beauty,15320.20,217,116
Photo World,6,Canon Inc.,9,P00249842,Toys,15147.36,402,206
Photo World,6,Canon Inc.,9,P00183542,Clothing,15057.24,204,103
Photo World,6,Canon Inc.,9,P00236542,Toys,14755.78,206,100
Photo World,6,Canon Inc.,9,P0099742,Home & Kitchen,14628.44,257,126
Photo World,6,Canon Inc.,9,P00220042,Health & Beauty,14326.98,219,109
Photo World,6,Canon Inc.,9,P00105242,Patio & Garden,14217.25,185,98
Photo World,6,Canon Inc.,9,P00219042,Health & Beauty,14147.61,177,84
Photo World,6,Canon Inc.,9,P00256842,Health & Beauty,14088.22,277,133
Photo World,6,Canon Inc.,9,P00178642,Health & Beauty,13976.34,749,379
Photo World,6,Canon Inc.,9,P00250342,"Arts, Crafts & Sewing",13850.70,674,341
Photo World,6,Canon Inc.,9,P00087042,Automotive,13748.94,486,240
Photo World,6,Canon Inc.,9,P00052742,"Arts, Crafts & Sewing",13123.66,187,89
Photo World,6,Canon Inc.,9,P00006142,Toys,12727.56,578,293
Photo World,6,Canon Inc.,9,P00212942,Health & Beauty,12699.75,1239,629
Photo World,6,Canon Inc.,9,P00111042,Office & School Supplies,12312.50,985,503
Photo World,6,Canon Inc.,9,P00176742,Toys,11800.71,201,108
Photo World,6,Canon Inc.,9,P00050542,Health & Beauty,11652.87,163,80
Photo World,6,Canon Inc.,9,P00302642,"Arts, Crafts & Sewing",11441.44,344,177
Photo World,6,Canon Inc.,9,P00274842,Grocery,11203.92,156,74
Photo World,6,Canon Inc.,9,P00221542,Health & Beauty,11093.56,1076,549
Photo World,6,Canon Inc.,9,P00156542,Clothing,10939.74,183,87
Photo World,6,Canon Inc.,9,P00248942,Grocery,10901.16,1132,581
Photo World,6,Canon Inc.,9,P00171842,Toys,10698.88,146,74
Photo World,6,Canon Inc.,9,P0009942,Health & Beauty,10691.16,246,130
Photo World,6,Canon Inc.,9,P00269342,Electronics,10584.68,142,72
Photo World,6,Canon Inc.,9,P00030042,Toys,10550.54,238,109
Photo World,6,Canon Inc.,9,P00005142,Health & Beauty,10520.78,478,233
Photo World,6,Canon Inc.,9,P00322142,Grocery,10231.96,367,179
Photo World,6,Canon Inc.,9,P00301542,"Arts, Crafts & Sewing",9930.23,311,163
Photo World,6,Canon Inc.,9,P00186842,Home & Kitchen,9922.17,141,68
Photo World,6,Canon Inc.,9,P00108642,Toys,9749.84,214,105
Photo World,6,Canon Inc.,9,P00062742,Toys,9686.25,525,258
Photo World,6,Canon Inc.,9,P00324342,Toys,9579.51,163,82
Photo World,6,Canon Inc.,9,P00252542,Toys,9507.42,239,122
Photo World,6,Canon Inc.,9,P00226842,Patio & Garden,9437.85,135,64
Photo World,6,Canon Inc.,9,P00327442,Health & Beauty,9409.18,209,104
Photo World,6,Canon Inc.,9,P00001242,Health & Beauty,9370.55,205,100
Photo World,6,Canon Inc.,9,P00038442,Grocery,9133.74,126,63
Photo World,6,Canon Inc.,9,P00177042,Toys,9019.25,215,114
Photo World,6,Canon Inc.,9,P00134042,Health & Beauty,9004.10,133,72
Photo World,6,Canon Inc.,9,P00269242,Patio & Garden,8984.63,113,51
Photo World,6,Canon Inc.,9,P00338842,Patio & Garden,8923.80,139,67
Photo World,6,Canon Inc.,9,P00053542,Grocery,8853.70,145,70
Photo World,6,Canon Inc.,9,P00218242,Health & Beauty,8831.02,274,138
Photo World,6,Canon Inc.,9,P00056842,Baby,8802.25,137,70
Photo World,6,Canon Inc.,9,P00182042,Patio & Garden,8607.15,155,77
Photo World,6,Canon Inc.,9,P00317642,Grocery,8565.60,120,60
Photo World,6,Canon Inc.,9,P00060242,Home & Kitchen,8525.78,298,150
Photo World,6,Canon Inc.,9,P00153142,Grocery,7985.34,111,61
Photo World,6,Canon Inc.,9,P00089142,Health & Beauty,7982.25,435,209
Photo World,6,Canon Inc.,9,P00050742,Health & Beauty,7813.96,413,205
Photo World,6,Canon Inc.,9,P00115742,Household Essentials,7575.60,590,288
Photo World,6,Canon Inc.,9,P00163442,Household Essentials,7572.11,689,339
Photo World,6,Canon Inc.,9,P00180142,Patio & Garden,7250.79,101,47
Photo World,6,Canon Inc.,9,P00114142,Toys,7141.60,790,403
Photo World,6,Canon Inc.,9,P00033742,Toys,7072.78,143,68
Photo World,6,Canon Inc.,9,P00197942,Household Essentials,6612.76,226,119
Photo World,6,Canon Inc.,9,P00170342,Grocery,6550.39,517,258
Photo World,6,Canon Inc.,9,P00249042,Baby,6508.09,227,113
Photo World,6,Canon Inc.,9,P00071242,Grocery,6437.13,453,227
Photo World,6,Canon Inc.,9,P00019842,Health & Beauty,6242.40,216,113
Photo World,6,Canon Inc.,9,P00013142,Health & Beauty,5892.39,141,71
Photo World,6,Canon Inc.,9,P00267742,Health & Beauty,5871.00,285,144
Photo World,6,Canon Inc.,9,P00169142,Health & Beauty,5853.76,88,38
Photo World,6,Canon Inc.,9,P00362842,Health & Beauty,5818.05,315,153
Photo World,6,Canon Inc.,9,P00317142,Electronics,5690.00,125,62
Photo World,6,Canon Inc.,9,P00169442,Toys,5680.44,279,139
Photo World,6,Canon Inc.,9,P00215942,Toys,5637.62,122,60
Photo World,6,Canon Inc.,9,P00218042,Health & Beauty,5596.29,243,124
Photo World,6,Canon Inc.,9,P00342042,Patio & Garden,5535.81,87,44
Photo World,6,Canon Inc.,9,P00213342,Health & Beauty,5519.55,155,73
Photo World,6,Canon Inc.,9,P00021142,Health & Beauty,5450.76,378,187
Photo World,6,Canon Inc.,9,P0096042,Home & Kitchen,5419.76,148,68
Photo World,6,Canon Inc.,9,P00018342,Patio & Garden,5295.45,215,108
Photo World,6,Canon Inc.,9,P00354442,Health & Beauty,5256.88,184,100
Photo World,6,Canon Inc.,9,P00196442,Health & Beauty,5142.57,771,396
Photo World,6,Canon Inc.,9,P00036942,Health & Beauty,5003.04,168,81
Photo World,6,Canon Inc.,9,P00276142,Pets,4970.04,332,171
Photo World,6,Canon Inc.,9,P00261342,Grocery,4807.50,125,62
Photo World,6,Canon Inc.,9,P00306442,Toys,4807.44,66,31
Photo World,6,Canon Inc.,9,P00367442,Toys,4786.42,89,38
Photo World,6,Canon Inc.,9,P00139742,Toys,4767.74,223,104
Photo World,6,Canon Inc.,9,P00358742,Health & Beauty,4600.20,205,101
Photo World,6,Canon Inc.,9,P00229842,Health & Beauty,4569.97,107,58
Photo World,6,Canon Inc.,9,P00181442,Patio & Garden,4502.96,88,40
Photo World,6,Canon Inc.,9,P00322242,Toys,4390.90,95,51
Photo World,6,Canon Inc.,9,P00139842,Health & Beauty,4370.72,59,29
Photo World,6,Canon Inc.,9,P00176042,Toys,4303.04,238,118
Photo World,6,Canon Inc.,9,P00292342,Toys,4222.02,66,37
Photo World,6,Canon Inc.,9,P00010842,Toys,4154.10,1362,675
Photo World,6,Canon Inc.,9,P00222542,Health & Beauty,4089.60,71,38
Photo World,6,Canon Inc.,9,P00049542,Toys,3786.30,630,315
Photo World,6,Canon Inc.,9,P00162942,Baby,3709.16,182,90
Photo World,6,Canon Inc.,9,P00107642,Health & Beauty,3513.48,114,56
Photo World,6,Canon Inc.,9,P00071142,Health & Beauty,3501.66,51,26
Photo World,6,Canon Inc.,9,P00333642,Patio & Garden,3360.84,84,42
Photo World,6,Canon Inc.,9,P00025142,Furniture,3357.75,111,56
Photo World,6,Canon Inc.,9,P00016442,Electronics,3262.80,120,63
Photo World,6,Canon Inc.,9,P00198842,Toys,3261.90,83,42
Photo World,6,Canon Inc.,9,P00319742,Toys,3236.80,70,33
Photo World,6,Canon Inc.,9,P00123642,Patio & Garden,3142.79,139,65
Photo World,6,Canon Inc.,9,P00130342,Household Essentials,3106.25,71,36
Photo World,6,Canon Inc.,9,P00011442,Health & Beauty,3100.86,69,36
Photo World,6,Canon Inc.,9,P00323742,Toys,3068.80,280,144
Photo World,6,Canon Inc.,9,P00047842,Toys,2979.96,228,117
Photo World,6,Canon Inc.,9,P00242842,Health & Beauty,2954.23,167,82
Photo World,6,Canon Inc.,9,P00085742,Clothing,2877.12,74,38
Photo World,6,Canon Inc.,9,P00139042,Toys,2842.20,45,21
Photo World,6,Canon Inc.,9,P00204842,Toys,2832.90,42,22
Photo World,6,Canon Inc.,9,P00354242,Health & Beauty,2738.53,181,94
Photo World,6,Canon Inc.,9,P00250442,Appliances,2737.00,46,24
Photo World,6,Canon Inc.,9,P00170842,Electronics,2718.24,56,32
Photo World,6,Canon Inc.,9,P00336142,Health & Beauty,2702.32,136,75
Photo World,6,Canon Inc.,9,P00209942,Health & Beauty,2700.68,107,54
Photo World,6,Canon Inc.,9,P00049842,Grocery,2599.56,166,80
Photo World,6,Canon Inc.,9,P00052942,Health & Beauty,2562.77,217,114
Photo World,6,Canon Inc.,9,P00184742,Patio & Garden,2557.80,196,98
Photo World,6,Canon Inc.,9,P00257742,Patio & Garden,2556.26,62,31
Photo World,6,Canon Inc.,9,P00037942,Toys,2543.64,94,47
Photo World,6,Canon Inc.,9,P00310642,Toys,2511.60,39,19
Photo World,6,Canon Inc.,9,P00163742,Health & Beauty,2491.86,34,17
Photo World,6,Canon Inc.,9,P00273242,Toys,2460.50,50,28
Photo World,6,Canon Inc.,9,P00296642,Baby,2443.78,118,62
Photo World,6,Canon Inc.,9,P00212842,Toys,2422.00,173,85
Photo World,6,Canon Inc.,9,P00348542,Grocery,2409.03,117,59
Photo World,6,Canon Inc.,9,P00154842,Appliances,2404.08,56,29
Photo World,6,Canon Inc.,9,P00079942,Toys,2396.96,142,67
Photo World,6,Canon Inc.,9,P00174542,Patio & Garden,2273.28,296,146
Photo World,6,Canon Inc.,9,P00061742,Health & Beauty,2272.04,79,42
Photo World,6,Canon Inc.,9,P00160442,Toys,2173.62,51,28
Photo World,6,Canon Inc.,9,P00205042,Health & Beauty,2127.42,106,50
Photo World,6,Canon Inc.,9,P00343942,Baby,2117.44,52,28
Photo World,6,Canon Inc.,9,P00169542,Health & Beauty,2036.43,33,15
Photo World,6,Canon Inc.,9,P00175342,Pets,2028.84,44,22
Photo World,6,Canon Inc.,9,P00251142,Health & Beauty,2022.30,27,14
Photo World,6,Canon Inc.,9,P00076342,Electronics,1984.62,31,16
Photo World,6,Canon Inc.,9,P00291942,Toys,1948.96,208,99
Photo World,6,Canon Inc.,9,P00161242,Grocery,1907.21,269,141
Photo World,6,Canon Inc.,9,P00211442,Toys,1896.58,31,16
Photo World,6,Canon Inc.,9,P00343642,Baby,1720.86,46,26
Photo World,6,Canon Inc.,9,P00197042,Health & Beauty,1718.25,725,370
Photo World,6,Canon Inc.,9,P00108242,Baby,1716.99,33,16
Photo World,6,Canon Inc.,9,P00340542,Toys,1709.82,23,12
Photo World,6,Canon Inc.,9,P00215442,Office & School Supplies,1680.02,334,171
Photo World,6,Canon Inc.,9,P00253942,Toys,1673.25,23,14
Photo World,6,Canon Inc.,9,P00038542,Grocery,1670.50,26,14
Photo World,6,Canon Inc.,9,P00041142,Toys,1641.12,78,40
Photo World,6,Canon Inc.,9,P00079042,Patio & Garden,1609.08,23,12
Photo World,6,Canon Inc.,9,P00129742,Health & Beauty,1606.00,292,156
Photo World,6,Canon Inc.,9,P00239142,Health & Beauty,1589.74,101,53
Photo World,6,Canon Inc.,9,P00342942,Pharmacy & OTC,1580.20,20,13
Photo World,6,Canon Inc.,9,P00188242,Toys,1528.50,75,38
Photo World,6,Canon Inc.,9,P00322742,Toys,1508.86,74,36
Photo World,6,Canon Inc.,9,P00112042,"Books, Movies & Music",1474.41,177,91
Photo World,6,Canon Inc.,9,P00308142,Health & Beauty,1394.75,25,13
Photo World,6,Canon Inc.,9,P00138942,Toys,1383.01,19,9
Photo World,6,Canon Inc.,9,P00023442,"Arts, Crafts & Sewing",1382.45,43,20
Photo World,6,Canon Inc.,9,P00175442,Toys,1364.16,24,11
Photo World,6,Canon Inc.,9,P00254942,"Arts, Crafts & Sewing",1284.75,75,38
Photo World,6,Canon Inc.,9,P00050242,Toys,1279.86,498,239
Photo World,6,Canon Inc.,9,P00169042,Grocery,1259.52,48,23
Photo World,6,Canon Inc.,9,P00031742,Toys,1227.32,61,32
Photo World,6,Canon Inc.,9,P00167842,Health & Beauty,1200.78,21,10
Photo World,6,Canon Inc.,9,P00076042,Toys,1184.82,403,208
Photo World,6,Canon Inc.,9,P00073742,Toys,1180.30,58,30
Photo World,6,Canon Inc.,9,P00220642,Toys,1111.00,404,197
Photo World,6,Canon Inc.,9,P00298042,Health & Beauty,1105.92,72,35
Photo World,6,Canon Inc.,9,P00176342,Toys,1093.66,149,73
Photo World,6,Canon Inc.,9,P00104642,Toys,1067.68,16,8
Photo World,6,Canon Inc.,9,P00264542,Electronics,1032.08,152,78
Photo World,6,Canon Inc.,9,P00024442,Clothing,966.16,26,15
Photo World,6,Canon Inc.,9,P00338642,Baby,953.80,19,9
Photo World,6,Canon Inc.,9,P00059842,Health & Beauty,918.77,79,43
Photo World,6,Canon Inc.,9,P00352442,Grocery,908.52,226,114
Photo World,6,Canon Inc.,9,P00169942,Health & Beauty,863.06,11,5
Photo World,6,Canon Inc.,9,P00311842,Patio & Garden,847.20,16,9
Photo World,6,Canon Inc.,9,P00361942,Grocery,800.19,153,80
Photo World,6,Canon Inc.,9,P00264742,Patio & Garden,785.43,27,15
Photo World,6,Canon Inc.,9,P00055442,Toys,757.69,17,9
Photo World,6,Canon Inc.,9,P00232242,Patio & Garden,711.75,65,32
Photo World,6,Canon Inc.,9,P00310742,Toys,701.25,15,8
Photo World,6,Canon Inc.,9,P00228342,Grocery,692.90,169,86
Photo World,6,Canon Inc.,9,P00354842,Toys,689.91,61,29
Photo World,6,Canon Inc.,9,P00143142,Toys,686.66,139,70
Photo World,6,Canon Inc.,9,P00046542,Health & Beauty,680.58,19,10
Photo World,6,Canon Inc.,9,P00152142,Baby,673.54,17,8
Photo World,6,Canon Inc.,9,P00255242,Grocery,667.66,19,11
Photo World,6,Canon Inc.,9,P00151842,Clothing,666.40,85,49
Photo World,6,Canon Inc.,9,P00071642,Health & Beauty,663.04,32,16
Photo World,6,Canon Inc.,9,P00082542,Toys,656.36,61,30
Photo World,6,Canon Inc.,9,P00103442,Patio & Garden,639.94,49,24
Photo World,6,Canon Inc.,9,P00122842,Patio & Garden,510.93,21,12
Photo World,6,Canon Inc.,9,P00007442,Health & Beauty,509.40,15,5
Photo World,6,Canon Inc.,9,P00324142,Health & Beauty,505.78,22,11
Photo World,6,Canon Inc.,9,P00368942,Patio & Garden,504.60,20,10
Photo World,6,Canon Inc.,9,P00122042,Household Essentials,466.08,8,4
Photo World,6,Canon Inc.,9,P00140142,Toys,459.69,7,3
Photo World,6,Canon Inc.,9,P00309742,Health & Beauty,449.10,6,3
Photo World,6,Canon Inc.,9,P00047442,Health & Beauty,440.16,56,28
Photo World,6,Canon Inc.,9,P00172742,Health & Beauty,430.68,37,18
Photo World,6,Canon Inc.,9,P00009642,Grocery,416.43,7,3
Photo World,6,Canon Inc.,9,P00324042,Patio & Garden,410.55,7,4
Photo World,6,Canon Inc.,9,P00090242,Household Essentials,397.04,14,7
Photo World,6,Canon Inc.,9,P00159042,Toys,382.44,6,3
Photo World,6,Canon Inc.,9,P00168542,Health & Beauty,377.91,17,7
Photo World,6,Canon Inc.,9,P00320342,Grocery,370.35,45,23
Photo World,6,Canon Inc.,9,P00082042,Toys,358.02,27,13
Photo World,6,Canon Inc.,9,P00336442,Health & Beauty,355.98,6,3
Photo World,6,Canon Inc.,9,P00075142,Toys,348.60,10,6
